trial_id,domain,split,scenario_id,failure_mode,condition_order,condition_seed,policy_id,cohort_id,training_seed,policy_order,success,safety_event,protective_stop,limit_violation,contact_force_proxy_breach,catastrophic_event,intervention,completion_time_s,excluded,exclusion_reason,replacement_scenario_id,policy_control_started,incident_timestamp_ns,outcome_reviewer_blinded,scenario_hidden_from_training,trial_seed
sim_0064_baseline_bc_003,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,baseline_bc_003,baseline,0,2,1,0,0,0,0,0,0,12.740861,0,,,1,,1,1,1999762295
sim_0064_random_bc_104729,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,random_bc_104729,random,104729,1,1,0,0,0,0,0,0,17.908460,0,,,1,,1,1,4188052393
sim_0064_targeted_bc_104729,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,targeted_bc_104729,targeted,104729,3,1,0,0,0,0,0,0,13.309952,0,,,1,,1,1,432798526
sim_0064_random_bc_130363,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,random_bc_130363,random,130363,5,0,0,0,0,0,0,0,26.670161,0,,,1,,1,1,1219701365
sim_0064_targeted_bc_130363,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,17.832292,0,,,1,,1,1,2889398976
sim_0064_random_bc_155921,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,random_bc_155921,random,155921,6,0,0,0,0,0,0,1,25.710362,0,,,1,,1,1,2272874939
sim_0064_targeted_bc_155921,sim,heldout,sim_scenario_0064,compliance_edge,64,515151,targeted_bc_155921,targeted,155921,4,1,0,0,0,0,0,0,10.915591,0,,,1,,1,1,1094375901
sim_0065_baseline_bc_003,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,16.512607,0,,,1,,1,1,163842052
sim_0065_random_bc_104729,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,random_bc_104729,random,104729,4,0,0,0,0,0,0,0,21.635295,0,,,1,,1,1,730218395
sim_0065_targeted_bc_104729,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,16.955743,0,,,1,,1,1,2139498445
sim_0065_random_bc_130363,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,random_bc_130363,random,130363,2,1,0,0,0,0,0,0,11.895938,0,,,1,,1,1,291142967
sim_0065_targeted_bc_130363,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,11.479638,0,,,1,,1,1,3143389760
sim_0065_random_bc_155921,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,random_bc_155921,random,155921,7,1,0,0,0,0,0,0,17.717719,0,,,1,,1,1,1651980872
sim_0065_targeted_bc_155921,sim,heldout,sim_scenario_0065,lateral_offset,65,515151,targeted_bc_155921,targeted,155921,5,1,0,0,0,0,0,0,17.454416,0,,,1,,1,1,2860366015
sim_0066_baseline_bc_003,sim,heldout,sim_scenario_0066,high_friction,66,515151,baseline_bc_003,baseline,0,3,0,0,0,0,0,0,0,18.354490,0,,,1,,1,1,3114636790
sim_0066_random_bc_104729,sim,heldout,sim_scenario_0066,high_friction,66,515151,random_bc_104729,random,104729,1,0,0,0,0,0,0,0,23.531465,0,,,1,,1,1,2497893207
sim_0066_targeted_bc_104729,sim,heldout,sim_scenario_0066,high_friction,66,515151,targeted_bc_104729,targeted,104729,7,1,0,0,0,0,0,0,11.158055,0,,,1,,1,1,1374822938
sim_0066_random_bc_130363,sim,heldout,sim_scenario_0066,high_friction,66,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,24.108458,0,,,1,,1,1,140284613
sim_0066_targeted_bc_130363,sim,heldout,sim_scenario_0066,high_friction,66,515151,targeted_bc_130363,targeted,130363,5,1,0,0,0,0,0,0,15.447082,0,,,1,,1,1,2002218810
sim_0066_random_bc_155921,sim,heldout,sim_scenario_0066,high_friction,66,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,13.679908,0,,,1,,1,1,3924050215
sim_0066_targeted_bc_155921,sim,heldout,sim_scenario_0066,high_friction,66,515151,targeted_bc_155921,targeted,155921,2,0,0,0,0,0,0,0,29.198534,0,,,1,,1,1,1529500591
sim_0067_baseline_bc_003,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,9.049617,0,,,1,,1,1,1123420416
sim_0067_random_bc_104729,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,random_bc_104729,random,104729,7,1,0,0,0,0,0,0,14.989131,0,,,1,,1,1,2089330433
sim_0067_targeted_bc_104729,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,11.565178,0,,,1,,1,1,2124437746
sim_0067_random_bc_130363,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,26.054164,0,,,1,,1,1,1603663580
sim_0067_targeted_bc_130363,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,15.459941,0,,,1,,1,1,184757650
sim_0067_random_bc_155921,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,random_bc_155921,random,155921,5,0,0,0,0,0,0,0,25.590260,0,,,1,,1,1,2635283240
sim_0067_targeted_bc_155921,sim,heldout,sim_scenario_0067,compliance_edge,67,515151,targeted_bc_155921,targeted,155921,2,1,0,0,0,0,0,0,10.860169,0,,,1,,1,1,1975532980
sim_0068_baseline_bc_003,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,baseline_bc_003,baseline,0,2,0,0,0,0,0,0,0,29.915940,0,,,1,,1,1,1512701846
sim_0068_random_bc_104729,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,random_bc_104729,random,104729,3,1,0,0,0,0,0,0,11.218104,0,,,1,,1,1,227772867
sim_0068_targeted_bc_104729,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,targeted_bc_104729,targeted,104729,4,1,0,0,0,0,0,0,16.993356,0,,,1,,1,1,1614858401
sim_0068_random_bc_130363,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,0,23.689646,0,,,1,,1,1,2726229822
sim_0068_targeted_bc_130363,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,targeted_bc_130363,targeted,130363,5,1,0,0,0,0,0,0,14.123706,0,,,1,,1,1,1696015318
sim_0068_random_bc_155921,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,13.991519,0,,,1,,1,1,3516190183
sim_0068_targeted_bc_155921,sim,heldout,sim_scenario_0068,compliance_edge,68,515151,targeted_bc_155921,targeted,155921,7,0,0,0,0,0,0,0,21.192214,0,,,1,,1,1,263550851
sim_0069_baseline_bc_003,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,baseline_bc_003,baseline,0,2,0,0,0,0,0,0,0,22.850672,0,,,1,,1,1,909114130
sim_0069_random_bc_104729,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,random_bc_104729,random,104729,1,0,0,0,0,0,0,0,18.619498,0,,,1,,1,1,1101688695
sim_0069_targeted_bc_104729,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,16.452018,0,,,1,,1,1,3508690777
sim_0069_random_bc_130363,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,random_bc_130363,random,130363,4,1,0,0,0,0,0,0,13.211885,0,,,1,,1,1,3689951225
sim_0069_targeted_bc_130363,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,targeted_bc_130363,targeted,130363,3,1,0,0,0,0,0,0,13.285722,0,,,1,,1,1,2561051279
sim_0069_random_bc_155921,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,random_bc_155921,random,155921,5,1,0,0,0,0,0,0,17.540079,0,,,1,,1,1,1472756977
sim_0069_targeted_bc_155921,sim,heldout,sim_scenario_0069,compliance_edge,69,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,11.144584,0,,,1,,1,1,218410955
sim_0070_baseline_bc_003,sim,heldout,sim_scenario_0070,nominal,70,515151,baseline_bc_003,baseline,0,4,1,0,0,0,0,0,0,11.651278,0,,,1,,1,1,729765447
sim_0070_random_bc_104729,sim,heldout,sim_scenario_0070,nominal,70,515151,random_bc_104729,random,104729,6,1,0,0,0,0,0,0,15.105598,0,,,1,,1,1,2106719709
sim_0070_targeted_bc_104729,sim,heldout,sim_scenario_0070,nominal,70,515151,targeted_bc_104729,targeted,104729,5,1,0,0,0,0,0,0,9.314187,0,,,1,,1,1,4003550582
sim_0070_random_bc_130363,sim,heldout,sim_scenario_0070,nominal,70,515151,random_bc_130363,random,130363,3,0,0,0,0,0,0,0,27.197450,0,,,1,,1,1,3350875778
sim_0070_targeted_bc_130363,sim,heldout,sim_scenario_0070,nominal,70,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,8.506150,0,,,1,,1,1,1736647756
sim_0070_random_bc_155921,sim,heldout,sim_scenario_0070,nominal,70,515151,random_bc_155921,random,155921,1,0,0,0,0,0,0,0,19.659463,0,,,1,,1,1,2462994466
sim_0070_targeted_bc_155921,sim,heldout,sim_scenario_0070,nominal,70,515151,targeted_bc_155921,targeted,155921,2,1,0,0,0,0,0,0,11.411270,0,,,1,,1,1,3071461799
sim_0071_baseline_bc_003,sim,heldout,sim_scenario_0071,high_friction,71,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,11.276727,0,,,1,,1,1,2224116716
sim_0071_random_bc_104729,sim,heldout,sim_scenario_0071,high_friction,71,515151,random_bc_104729,random,104729,5,0,0,0,0,0,0,0,20.622629,0,,,1,,1,1,2022355069
sim_0071_targeted_bc_104729,sim,heldout,sim_scenario_0071,high_friction,71,515151,targeted_bc_104729,targeted,104729,7,1,0,0,0,0,0,0,12.975322,0,,,1,,1,1,436003556
sim_0071_random_bc_130363,sim,heldout,sim_scenario_0071,high_friction,71,515151,random_bc_130363,random,130363,2,1,0,0,0,0,0,0,8.668530,0,,,1,,1,1,2229058171
sim_0071_targeted_bc_130363,sim,heldout,sim_scenario_0071,high_friction,71,515151,targeted_bc_130363,targeted,130363,4,0,0,0,0,0,0,0,23.833420,0,,,1,,1,1,726641206
sim_0071_random_bc_155921,sim,heldout,sim_scenario_0071,high_friction,71,515151,random_bc_155921,random,155921,1,0,0,0,0,0,0,0,24.846248,0,,,1,,1,1,2176073716
sim_0071_targeted_bc_155921,sim,heldout,sim_scenario_0071,high_friction,71,515151,targeted_bc_155921,targeted,155921,6,1,0,0,0,0,0,0,17.821856,0,,,1,,1,1,934324759
sim_0072_baseline_bc_003,sim,heldout,sim_scenario_0072,nominal,72,515151,baseline_bc_003,baseline,0,2,0,0,0,0,0,0,0,26.493327,0,,,1,,1,1,3707836756
sim_0072_random_bc_104729,sim,heldout,sim_scenario_0072,nominal,72,515151,random_bc_104729,random,104729,6,0,0,0,0,0,0,1,21.113402,0,,,1,,1,1,1361233035
sim_0072_targeted_bc_104729,sim,heldout,sim_scenario_0072,nominal,72,515151,targeted_bc_104729,targeted,104729,5,1,0,0,0,0,0,0,8.431230,0,,,1,,1,1,2065323670
sim_0072_random_bc_130363,sim,heldout,sim_scenario_0072,nominal,72,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,0,25.679986,0,,,1,,1,1,1268320777
sim_0072_targeted_bc_130363,sim,heldout,sim_scenario_0072,nominal,72,515151,targeted_bc_130363,targeted,130363,3,0,0,0,0,0,0,0,29.488312,0,,,1,,1,1,171711005
sim_0072_random_bc_155921,sim,heldout,sim_scenario_0072,nominal,72,515151,random_bc_155921,random,155921,7,1,0,0,0,0,0,0,14.449369,0,,,1,,1,1,4294707337
sim_0072_targeted_bc_155921,sim,heldout,sim_scenario_0072,nominal,72,515151,targeted_bc_155921,targeted,155921,4,1,0,0,0,0,0,0,8.176131,0,,,1,,1,1,2978769663
sim_0073_baseline_bc_003,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,baseline_bc_003,baseline,0,5,0,0,0,0,0,0,0,23.713612,0,,,1,,1,1,2176821459
sim_0073_random_bc_104729,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,random_bc_104729,random,104729,4,1,0,0,0,0,0,0,10.808148,0,,,1,,1,1,200757625
sim_0073_targeted_bc_104729,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,targeted_bc_104729,targeted,104729,3,1,0,0,0,0,0,0,13.705153,0,,,1,,1,1,3795213473
sim_0073_random_bc_130363,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,1,22.648548,0,,,1,,1,1,2485482920
sim_0073_targeted_bc_130363,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,targeted_bc_130363,targeted,130363,6,1,0,0,0,0,0,0,12.839463,0,,,1,,1,1,916890615
sim_0073_random_bc_155921,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,random_bc_155921,random,155921,2,1,0,0,0,0,0,0,15.213044,0,,,1,,1,1,1295178408
sim_0073_targeted_bc_155921,sim,heldout,sim_scenario_0073,compliance_edge,73,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,9.622825,0,,,1,,1,1,3004340106
sim_0074_baseline_bc_003,sim,heldout,sim_scenario_0074,high_friction,74,515151,baseline_bc_003,baseline,0,2,1,0,0,0,0,0,0,12.571206,0,,,1,,1,1,2015684376
sim_0074_random_bc_104729,sim,heldout,sim_scenario_0074,high_friction,74,515151,random_bc_104729,random,104729,5,0,0,0,0,0,0,0,27.295172,0,,,1,,1,1,486357420
sim_0074_targeted_bc_104729,sim,heldout,sim_scenario_0074,high_friction,74,515151,targeted_bc_104729,targeted,104729,7,1,0,0,0,0,0,0,13.715302,0,,,1,,1,1,4142569011
sim_0074_random_bc_130363,sim,heldout,sim_scenario_0074,high_friction,74,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,21.732335,0,,,1,,1,1,2609455049
sim_0074_targeted_bc_130363,sim,heldout,sim_scenario_0074,high_friction,74,515151,targeted_bc_130363,targeted,130363,3,1,0,0,0,0,0,0,13.463348,0,,,1,,1,1,645225707
sim_0074_random_bc_155921,sim,heldout,sim_scenario_0074,high_friction,74,515151,random_bc_155921,random,155921,1,1,0,0,0,0,0,0,9.074935,0,,,1,,1,1,2016400760
sim_0074_targeted_bc_155921,sim,heldout,sim_scenario_0074,high_friction,74,515151,targeted_bc_155921,targeted,155921,6,1,0,0,0,0,0,0,15.136496,0,,,1,,1,1,2030779873
sim_0075_baseline_bc_003,sim,heldout,sim_scenario_0075,nominal,75,515151,baseline_bc_003,baseline,0,7,1,0,0,0,0,0,0,16.892752,0,,,1,,1,1,1283980044
sim_0075_random_bc_104729,sim,heldout,sim_scenario_0075,nominal,75,515151,random_bc_104729,random,104729,3,1,0,0,0,0,0,0,17.680978,0,,,1,,1,1,4053902814
sim_0075_targeted_bc_104729,sim,heldout,sim_scenario_0075,nominal,75,515151,targeted_bc_104729,targeted,104729,4,1,0,0,0,0,0,0,15.990724,0,,,1,,1,1,1576463731
sim_0075_random_bc_130363,sim,heldout,sim_scenario_0075,nominal,75,515151,random_bc_130363,random,130363,5,0,0,0,0,0,0,1,28.641332,0,,,1,,1,1,436479784
sim_0075_targeted_bc_130363,sim,heldout,sim_scenario_0075,nominal,75,515151,targeted_bc_130363,targeted,130363,1,0,0,0,0,0,0,0,19.898882,0,,,1,,1,1,2523387300
sim_0075_random_bc_155921,sim,heldout,sim_scenario_0075,nominal,75,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,12.606898,0,,,1,,1,1,912684418
sim_0075_targeted_bc_155921,sim,heldout,sim_scenario_0075,nominal,75,515151,targeted_bc_155921,targeted,155921,2,1,0,0,0,0,0,0,9.700245,0,,,1,,1,1,4141539832
sim_0076_baseline_bc_003,sim,heldout,sim_scenario_0076,high_friction,76,515151,baseline_bc_003,baseline,0,7,0,0,0,0,0,0,0,21.560272,0,,,1,,1,1,4269934392
sim_0076_random_bc_104729,sim,heldout,sim_scenario_0076,high_friction,76,515151,random_bc_104729,random,104729,5,0,0,0,0,0,0,0,18.746723,0,,,1,,1,1,2156564707
sim_0076_targeted_bc_104729,sim,heldout,sim_scenario_0076,high_friction,76,515151,targeted_bc_104729,targeted,104729,3,0,0,0,0,0,0,0,27.477703,0,,,1,,1,1,3849394870
sim_0076_random_bc_130363,sim,heldout,sim_scenario_0076,high_friction,76,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,29.885103,0,,,1,,1,1,2719293446
sim_0076_targeted_bc_130363,sim,heldout,sim_scenario_0076,high_friction,76,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,10.545050,0,,,1,,1,1,1450146495
sim_0076_random_bc_155921,sim,heldout,sim_scenario_0076,high_friction,76,515151,random_bc_155921,random,155921,2,0,0,0,0,0,0,0,19.950456,0,,,1,,1,1,1206443584
sim_0076_targeted_bc_155921,sim,heldout,sim_scenario_0076,high_friction,76,515151,targeted_bc_155921,targeted,155921,6,1,0,0,0,0,0,0,12.208238,0,,,1,,1,1,1532876380
sim_0077_baseline_bc_003,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,baseline_bc_003,baseline,0,1,0,0,0,0,0,0,0,29.993103,0,,,1,,1,1,923404778
sim_0077_random_bc_104729,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,random_bc_104729,random,104729,6,1,0,0,0,0,0,0,13.711255,0,,,1,,1,1,101693715
sim_0077_targeted_bc_104729,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,targeted_bc_104729,targeted,104729,2,1,0,0,0,0,0,0,12.855071,0,,,1,,1,1,1996049170
sim_0077_random_bc_130363,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,random_bc_130363,random,130363,4,1,0,0,0,0,0,0,17.865164,0,,,1,,1,1,2892373499
sim_0077_targeted_bc_130363,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,targeted_bc_130363,targeted,130363,3,0,0,0,0,0,0,0,28.964204,0,,,1,,1,1,4087776472
sim_0077_random_bc_155921,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,random_bc_155921,random,155921,5,1,0,0,0,0,0,0,12.203137,0,,,1,,1,1,951705195
sim_0077_targeted_bc_155921,sim,heldout,sim_scenario_0077,lateral_offset,77,515151,targeted_bc_155921,targeted,155921,7,0,0,0,0,0,0,0,29.108628,0,,,1,,1,1,4060389691
sim_0078_baseline_bc_003,sim,heldout,sim_scenario_0078,high_friction,78,515151,baseline_bc_003,baseline,0,5,1,0,0,0,0,0,0,9.676012,0,,,1,,1,1,2814394505
sim_0078_random_bc_104729,sim,heldout,sim_scenario_0078,high_friction,78,515151,random_bc_104729,random,104729,1,1,0,0,0,0,0,0,8.284754,0,,,1,,1,1,2080615966
sim_0078_targeted_bc_104729,sim,heldout,sim_scenario_0078,high_friction,78,515151,targeted_bc_104729,targeted,104729,6,1,0,0,0,0,0,0,8.685262,0,,,1,,1,1,767579680
sim_0078_random_bc_130363,sim,heldout,sim_scenario_0078,high_friction,78,515151,random_bc_130363,random,130363,2,0,0,0,0,0,0,0,19.203938,0,,,1,,1,1,2581646577
sim_0078_targeted_bc_130363,sim,heldout,sim_scenario_0078,high_friction,78,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,13.340733,0,,,1,,1,1,912358120
sim_0078_random_bc_155921,sim,heldout,sim_scenario_0078,high_friction,78,515151,random_bc_155921,random,155921,3,1,0,0,0,0,0,0,12.817703,0,,,1,,1,1,3588826005
sim_0078_targeted_bc_155921,sim,heldout,sim_scenario_0078,high_friction,78,515151,targeted_bc_155921,targeted,155921,4,0,0,0,0,0,0,1,25.419089,0,,,1,,1,1,3875390908
sim_0079_baseline_bc_003,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,baseline_bc_003,baseline,0,3,1,0,0,0,0,0,0,17.517281,0,,,1,,1,1,72610624
sim_0079_random_bc_104729,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,random_bc_104729,random,104729,2,0,0,0,0,0,0,1,29.376543,0,,,1,,1,1,1717931272
sim_0079_targeted_bc_104729,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,targeted_bc_104729,targeted,104729,1,1,0,0,0,0,0,0,9.928687,0,,,1,,1,1,43329464
sim_0079_random_bc_130363,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,random_bc_130363,random,130363,4,0,0,0,0,0,0,0,25.780665,0,,,1,,1,1,662036015
sim_0079_targeted_bc_130363,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,11.536396,0,,,1,,1,1,4085591488
sim_0079_random_bc_155921,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,15.726436,0,,,1,,1,1,3875942262
sim_0079_targeted_bc_155921,sim,heldout,sim_scenario_0079,lateral_offset,79,515151,targeted_bc_155921,targeted,155921,5,0,0,0,0,0,0,0,26.791769,0,,,1,,1,1,2500762268
sim_0080_baseline_bc_003,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,baseline_bc_003,baseline,0,5,0,0,0,0,0,0,0,20.848854,0,,,1,,1,1,3807927664
sim_0080_random_bc_104729,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,random_bc_104729,random,104729,4,0,0,0,0,0,0,0,24.230697,0,,,1,,1,1,1230593789
sim_0080_targeted_bc_104729,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,targeted_bc_104729,targeted,104729,3,0,0,0,0,0,0,0,22.204910,0,,,1,,1,1,4105304816
sim_0080_random_bc_130363,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,random_bc_130363,random,130363,2,1,0,0,0,0,0,0,16.048888,0,,,1,,1,1,2684774511
sim_0080_targeted_bc_130363,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,targeted_bc_130363,targeted,130363,7,1,0,0,0,0,0,0,12.593578,0,,,1,,1,1,2417750527
sim_0080_random_bc_155921,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,9.864779,0,,,1,,1,1,1292092540
sim_0080_targeted_bc_155921,sim,heldout,sim_scenario_0080,compliance_edge,80,515151,targeted_bc_155921,targeted,155921,1,1,0,0,0,0,0,0,9.728978,0,,,1,,1,1,3386430583
sim_0081_baseline_bc_003,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,baseline_bc_003,baseline,0,3,0,0,0,0,0,0,0,20.037037,0,,,1,,1,1,1127279925
sim_0081_random_bc_104729,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,random_bc_104729,random,104729,5,0,0,0,0,0,0,0,22.033505,0,,,1,,1,1,3916085628
sim_0081_targeted_bc_104729,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,targeted_bc_104729,targeted,104729,4,1,0,0,0,0,0,0,17.059166,0,,,1,,1,1,3025824840
sim_0081_random_bc_130363,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,random_bc_130363,random,130363,7,0,0,0,0,0,0,0,29.412929,0,,,1,,1,1,3279242331
sim_0081_targeted_bc_130363,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,targeted_bc_130363,targeted,130363,1,1,0,0,0,0,0,0,10.314434,0,,,1,,1,1,4204916533
sim_0081_random_bc_155921,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,14.823246,0,,,1,,1,1,660050259
sim_0081_targeted_bc_155921,sim,heldout,sim_scenario_0081,lateral_offset,81,515151,targeted_bc_155921,targeted,155921,2,1,0,0,0,0,0,0,15.712270,0,,,1,,1,1,4006401600
sim_0082_baseline_bc_003,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,baseline_bc_003,baseline,0,7,0,0,0,0,0,0,0,27.846348,0,,,1,,1,1,2442869370
sim_0082_random_bc_104729,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,random_bc_104729,random,104729,5,1,0,0,0,0,0,0,16.935544,0,,,1,,1,1,3641344132
sim_0082_targeted_bc_104729,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,targeted_bc_104729,targeted,104729,2,0,0,0,0,0,0,0,26.910320,0,,,1,,1,1,239576396
sim_0082_random_bc_130363,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,random_bc_130363,random,130363,1,0,0,0,0,0,0,0,27.481828,0,,,1,,1,1,3277589104
sim_0082_targeted_bc_130363,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,targeted_bc_130363,targeted,130363,4,0,0,0,0,0,0,0,20.682503,0,,,1,,1,1,49302867
sim_0082_random_bc_155921,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,15.233940,0,,,1,,1,1,2372655997
sim_0082_targeted_bc_155921,sim,heldout,sim_scenario_0082,compliance_edge,82,515151,targeted_bc_155921,targeted,155921,3,1,0,0,0,0,0,0,11.602153,0,,,1,,1,1,2123318199
sim_0083_baseline_bc_003,sim,heldout,sim_scenario_0083,high_friction,83,515151,baseline_bc_003,baseline,0,5,0,0,0,0,0,0,0,25.805860,0,,,1,,1,1,411060331
sim_0083_random_bc_104729,sim,heldout,sim_scenario_0083,high_friction,83,515151,random_bc_104729,random,104729,4,1,0,0,0,0,0,0,11.362837,0,,,1,,1,1,1513404024
sim_0083_targeted_bc_104729,sim,heldout,sim_scenario_0083,high_friction,83,515151,targeted_bc_104729,targeted,104729,1,1,0,0,0,0,0,0,11.798216,0,,,1,,1,1,3029080452
sim_0083_random_bc_130363,sim,heldout,sim_scenario_0083,high_friction,83,515151,random_bc_130363,random,130363,6,1,0,0,0,0,0,0,9.163153,0,,,1,,1,1,2220474636
sim_0083_targeted_bc_130363,sim,heldout,sim_scenario_0083,high_friction,83,515151,targeted_bc_130363,targeted,130363,3,1,0,0,0,0,0,0,11.467656,0,,,1,,1,1,2513520367
sim_0083_random_bc_155921,sim,heldout,sim_scenario_0083,high_friction,83,515151,random_bc_155921,random,155921,2,0,0,0,0,0,0,0,18.595502,0,,,1,,1,1,594683261
sim_0083_targeted_bc_155921,sim,heldout,sim_scenario_0083,high_friction,83,515151,targeted_bc_155921,targeted,155921,7,1,0,0,0,0,0,0,17.459217,0,,,1,,1,1,3704224660
sim_0084_baseline_bc_003,sim,heldout,sim_scenario_0084,nominal,84,515151,baseline_bc_003,baseline,0,3,0,0,0,0,0,0,1,22.602257,0,,,1,,1,1,4124271135
sim_0084_random_bc_104729,sim,heldout,sim_scenario_0084,nominal,84,515151,random_bc_104729,random,104729,2,1,0,0,0,0,0,0,17.315461,0,,,1,,1,1,518654458
sim_0084_targeted_bc_104729,sim,heldout,sim_scenario_0084,nominal,84,515151,targeted_bc_104729,targeted,104729,4,1,0,0,0,0,0,0,9.261050,0,,,1,,1,1,3681332986
sim_0084_random_bc_130363,sim,heldout,sim_scenario_0084,nominal,84,515151,random_bc_130363,random,130363,5,1,0,0,0,0,0,0,16.705135,0,,,1,,1,1,167568658
sim_0084_targeted_bc_130363,sim,heldout,sim_scenario_0084,nominal,84,515151,targeted_bc_130363,targeted,130363,1,0,0,0,0,0,0,1,19.242885,0,,,1,,1,1,725917423
sim_0084_random_bc_155921,sim,heldout,sim_scenario_0084,nominal,84,515151,random_bc_155921,random,155921,6,1,0,0,0,0,0,0,8.632137,0,,,1,,1,1,1589292185
